user_id,movie_id,rating,timestamp,cluster
113,126,5,875076827,19
95,233,4,879196354,53
16,194,5,877720733,58
59,323,4,888206809,99
311,654,3,884365075,82
292,589,4,881105516,59
43,203,4,883955224,24
235,70,5,889655619,27
125,190,5,892836309,58
284,322,3,885329671,99
303,161,5,879468547,93
254,378,3,886474396,95
255,1034,1,883217030,7
104,301,2,888442275,73
90,923,5,891383912,43
6,463,4,883601713,84
279,122,1,875297433,16
286,298,4,875807004,73
42,625,3,881108873,30
130,1217,4,875801778,29
254,357,3,886472466,36
109,475,1,880563641,13
230,1444,2,880485726,85
244,310,3,880601905,34
6,301,2,883600406,73
36,748,4,882157285,47
256,443,3,882164727,56
102,515,1,888801316,41
104,285,4,888465201,52
21,447,5,874951695,71
111,301,4,891680028,73
25,222,4,885852817,11
110,944,3,886989501,43
6,258,2,883268278,10
89,216,5,879459859,68
305,512,4,886323525,41
184,412,2,889912691,0
286,175,5,877532470,6
279,1428,3,888465209,85
256,86,5,882165103,37
140,332,3,879013617,77
190,977,2,891042938,33
11,227,3,891905896,53
201,203,5,884114471,24
126,245,3,887854726,57
144,742,4,888104122,47
181,930,1,878963275,43
109,566,4,880578814,74
85,1065,3,879455021,78
223,11,3,891550649,9
215,421,4,891435704,45
218,208,3,877488366,86
174,937,5,886432989,43
275,186,3,880314383,17
268,583,4,876513830,28
160,462,4,876858346,84
195,273,4,878019342,23
224,178,4,888082468,17
5,110,1,875636493,16
99,1016,5,885678724,7
292,9,4,881104148,9
85,228,3,882813248,53
92,831,2,886443708,69
87,401,2,879876813,4
287,926,4,875334340,43
1,155,2,878542201,93
234,632,2,892079538,30
82,56,3,878769410,80
196,393,4,881251863,12
56,91,4,892683275,1
82,477,3,876311344,13
256,761,4,882164644,54
226,56,4,883889102,80
279,741,5,875296891,47
308,1286,3,887738151,94
16,8,5,877722736,9
203,93,4,880434940,1
145,56,5,875271896,80
288,305,4,886372527,73
84,742,3,883450643,47
313,117,4,891015319,16
148,1,4,877019411,9
21,164,5,874951695,6
279,982,3,875298314,33
239,491,5,889181015,63
185,287,5,883526288,52
303,68,4,879467361,27
186,250,1,879023607,57
73,206,3,888625754,86
104,756,2,888465739,54
239,194,5,889178833,58
280,1,4,891700426,9
1,117,3,874965739,16
224,583,1,888103729,28
303,397,1,879543831,12
198,258,4,884204501,10
239,513,5,889178887,41
6,69,3,883601277,27
233,375,4,876374419,2
85,642,4,882995615,92
110,38,3,886988574,80
184,522,3,889908462,39
99,873,1,885678436,22
201,518,4,884112201,39
279,725,4,875314144,89
217,182,2,889070109,17
85,433,3,879828720,14
239,234,3,889178762,61
194,77,3,879527421,37
208,663,5,883108476,90
109,178,3,880572950,17
230,172,4,880484523,6
59,485,2,888204466,75
313,478,3,891014373,13
70,1133,3,884151344,79
62,182,5,879375169,17
198,234,3,884207833,61
65,125,4,879217509,19
174,660,5,886514261,90
90,12,5,891383241,9
130,1248,3,880396702,29
100,354,2,891375260,36
283,432,5,879297965,14
275,418,3,875154718,31
311,98,5,884364502,1
195,751,4,883295500,47
130,105,4,876251160,1
269,252,1,891456350,57
286,73,5,877532965,27
56,222,5,892679439,11
239,9,5,889180446,9
96,87,4,884403531,37
249,239,3,879572284,61
84,121,4,883452307,16
275,265,4,880314031,5
135,1046,3,879858003,78
291,1178,4,875086354,97
125,382,1,892836623,95
70,399,4,884068521,4
311,9,4,884963365,9
301,523,4,882076146,39
152,685,5,880149074,60
244,172,4,880605665,6
275,1091,2,875154535,78
53,281,4,879443288,65
198,118,2,884206513,16
244,790,4,880608037,42
26,125,4,891371676,19
124,496,1,890286933,62
271,65,3,885849419,27
307,634,3,879283385,30
294,1245,3,877819265,29
234,241,2,892335042,61
25,501,3,885852301,25
293,137,3,888904653,64
201,432,3,884111312,14
75,240,1,884050661,61
207,68,2,877125350,27
313,566,4,891016220,74
144,125,4,888104191,19
188,443,4,875074329,56
276,324,4,874786419,99
145,974,1,882182634,33
181,619,3,878963086,38
109,402,4,880581344,4
207,107,3,876198301,1
185,216,4,883526268,68
14,213,5,890881557,68
149,319,2,883512658,96
230,963,5,880484370,33
176,875,4,886047442,22
253,97,4,891628501,1
284,269,4,885328991,5
121,180,3,891388286,17
62,86,2,879374640,37
291,418,4,875086920,31
84,1033,4,883452711,7
293,380,2,888907527,95
207,58,3,875991047,80
194,187,4,879520813,58
109,97,3,880578711,1
283,845,4,879297442,72
181,334,1,878961749,77
78,255,4,879633745,10
11,425,4,891904300,45
308,59,4,887737647,27
193,1078,4,889126943,78
87,585,4,879877008,59
8,50,5,879362124,80
186,148,4,891719774,64
312,692,4,891699426,8
91,683,3,891438351,60
5,454,1,875721432,55
291,376,3,875086534,95
175,127,5,877107640,19
145,737,2,875272833,89
276,419,5,874792907,31
102,524,3,888803537,32
153,174,1,881371140,6
62,302,3,879371909,73
49,995,3,888065577,33
268,298,3,875742647,73
207,554,2,877822854,83
313,616,5,891015049,38
286,44,3,877532173,80
279,168,5,875296435,6
276,474,5,889174904,13
62,59,4,879373821,27
254,219,1,886475980,68
63,100,5,875747319,1
16,178,5,877719333,17
90,945,5,891383866,43
85,25,2,879452769,67
42,98,4,881106711,1
303,393,4,879484981,12
274,50,5,878944679,80
104,299,3,888442436,73
184,98,4,889908539,1
293,708,3,888907527,21
248,589,4,884534968,59
217,27,1,889070011,67
200,892,4,884127082,44
201,148,1,884140751,64
196,381,4,881251728,95
69,427,3,882145465,40
256,472,4,882152471,81
286,85,5,877533224,37
172,220,4,875537441,11
308,516,4,887736743,41
190,974,2,891625949,33
82,756,1,878768741,54
308,436,4,887739257,3
59,235,1,888203658,61
64,1063,3,889739539,78
145,756,2,885557506,54
220,298,4,881198966,73
21,324,4,874950889,99
285,269,4,890595313,5
207,65,3,878104594,27
198,658,3,884208173,90
220,333,3,881197771,77
181,14,1,878962392,9
158,128,2,880134296,19
143,682,3,888407741,60
75,237,2,884050309,61
199,221,4,883782854,11
223,1150,2,891549841,97
276,78,4,877934828,37
299,847,4,877877649,72
293,325,2,888904353,50
301,138,2,882079446,64
1,47,4,875072125,80
164,281,4,889401906,65
96,673,4,884402860,60
291,1016,4,874833827,7
233,177,4,877661496,17
6,517,4,883602212,41
202,283,3,879727153,65
184,602,4,889909691,26
277,257,3,879543487,10
194,212,1,879524216,86
95,68,4,879196231,27
25,257,4,885853415,10
6,23,4,883601365,67
38,573,1,892433660,74
313,436,4,891029877,3
22,241,3,878888025,61
262,617,3,879793715,38
130,569,3,880396494,74
66,181,5,883601425,17
21,948,1,874951054,43
181,1332,1,878962278,94
262,174,3,879791948,6
206,302,5,888180227,73
76,61,4,875028123,27
314,28,5,877888346,67
303,418,4,879483510,31
16,89,2,877717833,37
248,117,5,884535433,16
125,318,5,879454309,96
138,523,5,879024043,39
268,386,2,875743978,46
291,15,5,874833668,9
234,147,3,892335372,64
239,96,5,889178798,1
15,331,3,879455166,77
136,89,4,882848925,37
223,423,3,891550684,45
82,194,4,878770027,58
145,355,3,888396967,36
280,845,3,891700925,72
307,949,4,877123315,43
10,488,5,877888613,63
116,331,3,876451911,77
23,258,5,876785704,10
308,174,4,887736696,6
185,114,4,883524320,16
188,237,3,875073648,61
118,654,5,875385007,82
234,98,4,892078567,1
194,239,3,879522917,61
122,378,4,879270769,95
312,100,4,891698613,1
262,64,5,879793022,27
223,763,3,891550067,54
99,403,4,885680374,4
130,307,4,877984546,34
174,402,5,886513729,4
256,487,5,882164231,63
59,177,4,888204349,17
244,53,3,880607489,80
43,40,3,883956468,80
285,150,5,890595636,93
42,953,2,881108815,43
97,670,5,884239744,90
122,510,4,879270327,20
61,323,3,891206450,99
4,264,3,892004275,5
304,259,1,884967253,10
37,403,5,880915942,4
49,68,1,888069513,27
303,1098,4,879467959,79
165,372,5,879525987,2
176,324,5,886047292,99
3,335,1,889237269,77
56,869,3,892683895,22
190,117,4,891033697,16
130,949,3,876251944,43
303,779,1,879543418,42
194,191,4,879521856,58
158,24,4,880134261,67
56,447,4,892679067,71
262,223,3,879791816,11
181,1334,1,878962240,94
92,747,4,875656164,47
188,96,5,875073128,1
58,173,5,884305353,6
244,154,5,880606385,93
134,879,4,891732393,22
298,625,4,884183406,30
254,230,4,886472400,53
230,138,3,880485197,64
16,209,5,877722736,86
181,1327,1,878963305,94
145,1248,3,875272195,29
200,588,5,884128499,59
248,257,3,884535840,10
312,133,5,891699296,19
110,568,3,886988449,74
305,483,5,886323068,75
141,258,5,884584338,10
186,263,3,879023571,5
233,208,4,880610814,86
104,287,2,888465347,76
312,153,2,891699491,93
1,222,4,878873388,11
206,323,1,888179833,99
230,419,4,880484587,31
56,450,3,892679374,71
205,316,4,888284710,96
14,174,5,890881294,6
268,790,2,876513785,42
276,1081,3,880913705,78
268,580,3,875309344,28
279,89,4,875306910,37
5,424,1,875635807,45
112,331,4,884992603,77
87,210,5,879875734,86
10,285,5,877889186,52
181,328,3,878961227,50
23,463,4,874785843,84
253,746,3,891628630,47
234,228,3,892079190,53
299,1047,2,877880041,78
66,1,3,883601324,9
264,448,2,886122031,71
4,303,5,892002352,73
144,831,3,888104805,69
138,517,4,879024279,41
64,433,2,889740286,14
5,1,4,875635748,9
276,357,5,874787526,36
62,433,5,879375588,14
239,475,5,889178689,13
293,166,3,888905520,6
130,234,5,875216932,61
264,70,4,886123596,27
208,197,5,883108797,24
279,1162,3,875314334,97
3,245,1,889237247,57
101,596,3,877136564,87
223,908,1,891548802,44
99,246,3,888469392,57
239,430,3,889180338,14
160,160,5,876862078,93
172,580,4,875538028,28
303,1160,2,879544629,97
54,676,5,880935294,60
164,930,4,889402340,43
299,240,2,877878414,61
28,217,3,881961671,68
305,79,3,886324276,37
82,343,1,884713755,91
109,1012,4,880564570,7
207,25,4,876079113,67
92,1209,1,875660468,29
109,1,4,880563619,9
15,222,3,879455730,11
58,709,5,884304812,21
303,693,4,879466771,8
152,111,5,880148782,16
194,160,2,879551380,93
92,241,3,875655961,61
77,91,3,884752924,1
244,662,3,880606533,90
177,321,2,880130481,99
131,221,3,883681561,11
227,50,4,879035347,80
85,282,3,879829618,65
295,72,4,879518714,27
181,1,3,878962392,9
277,255,4,879544145,10
279,96,4,875310606,1
1,253,5,874965970,10
276,568,4,882659211,74
87,177,5,879875940,17
177,69,1,880131088,27
125,134,5,879454532,19
291,428,5,874871766,40
25,208,4,885852337,86
288,272,5,889225463,23
207,1350,2,877878772,94
271,56,3,885848559,80
5,363,3,875635225,18
274,748,5,878944406,47
70,419,5,884065035,31
311,559,2,884366187,15
199,268,5,883782509,5
201,209,3,884112801,86
99,274,1,885679157,23
11,740,4,891903067,89
59,77,4,888206254,37
184,277,3,889907971,23
38,161,5,892432062,93
59,418,2,888205188,31
104,300,3,888442275,73
298,1346,3,884126061,94
121,14,5,891390014,9
268,1041,1,875743735,78
303,411,4,879483802,0
234,648,3,892826760,82
312,573,5,891712535,74
308,215,3,887737483,68
234,1397,4,892334976,85
75,546,3,884050422,35
64,516,5,889737376,41
85,187,5,879454235,58
239,81,3,889179808,37
59,54,4,888205921,80
256,220,3,882151690,11
203,282,1,880434919,65
144,153,5,888105823,93
100,268,3,891374982,5
125,657,3,892836422,82
65,1142,4,879217349,79
1,113,5,878542738,16
76,175,4,875028853,6
294,508,4,877819532,20
294,930,3,889242704,43
121,117,1,891388600,16
85,13,3,879452866,9
303,426,3,879542535,40
212,180,1,879303974,17
6,492,5,883601089,63
181,240,1,878963122,61
279,746,5,875310233,47
303,1109,4,879467936,79
184,191,4,889908716,58
310,116,5,879436104,16
313,22,3,891014870,67
314,1150,4,877887002,97
43,5,4,875981421,9
58,214,2,884305296,68
215,164,3,891436633,6
62,288,2,879371909,76
