user_id,movie_id,rating,timestamp,cluster
302,322,2,879436875,91
279,501,3,875308843,87
301,79,5,882076403,10
181,3,2,878963441,91
201,695,1,884140115,1
13,198,3,881515193,87
1,189,3,888732928,87
201,767,4,884114505,3
296,705,5,884197193,10
42,546,3,881105817,87
33,872,3,891964230,87
301,554,3,882078830,87
16,64,5,877720297,10
95,135,3,879197562,87
154,357,4,879138713,3
296,508,5,884196584,10
302,303,2,879436785,91
244,673,3,880606667,87
222,77,4,878183616,3
13,215,5,882140588,10
16,705,5,877722736,10
270,452,4,876956264,3
200,304,5,876041644,10
170,749,5,887646170,10
101,829,3,877136138,87
184,218,3,889909840,87
128,204,4,879967478,3
181,1295,1,878961781,1
184,153,3,889911285,87
1,33,4,878542699,3
1,160,4,875072547,3
184,321,5,889906967,10
54,595,3,880937813,87
94,343,4,891725009,3
128,508,4,879967767,3
301,227,3,882077222,87
301,191,3,882075672,87
112,903,1,892440172,1
82,183,3,878769848,87
222,724,3,878181976,87
308,1197,4,887739521,3
303,134,5,879467959,10
69,256,5,882126156,10
254,662,4,887347350,3
276,2,4,874792436,3
104,984,1,888442575,1
63,1067,3,875747514,87
267,410,4,878970785,3
13,56,5,881515011,10
240,879,3,885775745,87
286,237,2,875806800,91
294,271,5,889241426,10
90,1086,4,891384424,3
18,26,4,880129731,3
308,649,4,887739292,3
144,89,3,888105691,87
191,302,4,891560253,3
59,951,3,888206409,87
200,96,5,884129409,10
16,197,5,877726146,10
275,597,3,876197678,87
222,151,3,878182109,87
272,1393,2,879454663,91
177,333,4,880130397,3
299,577,3,889503806,87
305,425,4,886324486,3
49,959,2,888068912,91
94,1224,3,891722802,87
130,1017,3,874953895,87
10,175,3,877888677,87
203,321,3,880433418,87
191,286,4,891560842,3
43,323,3,875975110,87
21,558,5,874951695,10
197,96,5,891409839,10
13,344,2,888073635,91
194,66,3,879527264,87
234,206,4,892334543,3
308,402,4,887740700,3
308,640,4,887737036,3
269,522,5,891447773,10
94,265,4,891721889,3
268,62,3,875310824,87
272,12,5,879455254,10
296,20,5,884196921,10
134,286,3,891732334,87
234,612,3,892079140,87
104,117,2,888465972,91
38,758,1,892434626,1
269,845,1,891456255,1
7,163,4,891353444,3
234,1451,3,892078343,87
275,405,2,876197645,91
52,250,3,882922661,87
102,823,3,888801465,87
13,186,4,890704999,3
178,731,4,882827532,3
236,71,3,890116671,87
263,176,5,891299752,10
244,186,3,880605697,87
279,1181,4,875314001,3
43,815,4,883956189,3
83,78,2,880309089,91
151,197,5,879528710,10
254,436,2,886474216,91
109,631,3,880579371,87
249,188,4,879641067,3
144,699,4,888106106,3
301,604,4,882075994,3
64,392,3,889737542,87
222,97,4,878181739,3
268,436,3,875310745,87
293,135,5,888905550,10
13,498,4,882139901,3
59,715,5,888205921,10
5,17,4,875636198,3
125,163,5,879454956,10
174,315,5,886432749,10
114,505,3,881260203,87
128,15,4,879968827,3
239,56,4,889179478,3
181,279,1,878962955,1
291,80,4,875086354,3
250,238,4,878089963,3
201,649,3,884114275,87
181,325,2,878961814,91
203,471,4,880434463,3
13,892,3,882774224,87
286,288,5,875806672,10
117,1047,2,881009697,91
99,111,1,885678886,1
65,47,2,879216672,91
269,217,2,891451610,91
85,259,2,881705026,91
250,596,5,878089921,10
137,144,5,881433689,10
201,960,2,884112077,91
111,328,4,891679939,3
91,480,4,891438875,3
181,938,1,878961586,1
189,1060,5,893264301,10
1,20,4,887431883,3
303,404,4,879468375,3
299,305,3,879737314,87
222,278,2,877563913,91
214,568,4,892668197,3
293,770,3,888906655,87
285,191,4,890595859,3
303,252,3,879544791,87
96,156,4,884402860,3
72,1110,3,880037334,87
115,1067,4,881171009,3
7,430,3,891352178,87
116,350,3,886977926,87
73,480,4,888625753,3
269,246,5,891457067,10
263,419,5,891299514,10
70,431,3,884150257,87
221,475,4,875244204,3
72,182,5,880036515,10
25,357,4,885852757,3
290,50,5,880473582,10
189,526,4,893266205,3
299,303,3,877618584,87
264,294,3,886121516,87
200,365,5,884129962,10
184,187,4,889909024,3
63,289,2,875746985,91
13,229,4,882397650,3
298,486,3,884183063,87
235,185,4,889655435,3
246,94,2,884923505,91
54,742,5,880934806,10
63,762,3,875747688,87
307,174,4,879283480,3
303,200,4,879468459,3
72,54,3,880036854,87
164,406,2,889402389,91
117,150,4,880125101,3
193,869,3,889127811,87
94,184,2,891720862,91
130,109,3,874953794,87
128,371,1,879966954,1
94,720,1,891723593,1
182,845,3,885613067,87
254,229,4,886474580,3
64,381,4,879365491,3
151,176,2,879524293,91
193,879,3,889123257,87
276,922,4,889174849,3
276,57,3,874787526,87
234,187,4,892079140,3
181,306,1,878962006,1
21,370,1,874951293,1
293,249,3,888905229,87
264,721,5,886123656,10
10,611,5,877886722,10
197,346,3,891409070,87
276,142,3,874792945,87
308,427,4,887736584,3
221,943,4,875246759,3
268,824,2,876518557,91
109,8,3,880572642,87
230,680,4,880484286,3
181,741,1,878962918,1
192,1061,4,881368891,3
234,448,3,892335501,87
90,900,4,891382309,3
193,941,4,889124890,3
128,603,5,879966839,10
244,265,4,880606634,3
90,289,3,891382310,87
157,25,3,886890787,87
305,71,3,886323684,87
21,222,2,874951382,91
231,181,4,888605273,3
280,508,3,891700453,87
288,132,3,886374129,87
279,1497,2,890780576,91
301,33,4,882078228,3
72,699,3,880036783,87
90,259,2,891382392,91
308,55,3,887738760,87
59,742,3,888203053,87
94,744,4,891721462,3
130,642,4,875216933,3
26,1015,3,891352136,87
82,508,2,884714249,91
276,40,3,874791871,87
181,1015,1,878963121,1
152,301,3,880147407,87
178,845,4,882824291,3
217,597,4,889070087,3
79,303,4,891271203,3
308,81,5,887737293,10
75,284,2,884050393,91
269,198,4,891447062,3
307,94,3,877122695,87
222,781,3,881059677,87
269,22,1,891448072,1
13,864,4,882141924,3
230,742,5,880485043,10
269,507,4,891448800,3
239,1099,5,889179253,10
245,1028,5,888513447,10
222,812,2,881059117,91
69,240,3,882126156,87
10,7,4,877892210,3
22,376,3,878887112,87
294,931,3,889242857,87
82,717,1,884714492,1
279,399,4,875313859,3
269,234,1,891449406,1
6,98,5,883600680,10
243,1039,4,879988184,3
298,181,4,884125629,3
282,325,1,881703044,1
78,323,1,879633567,1
118,200,5,875384647,10
171,292,4,891034835,3
70,217,4,884151119,3
10,100,5,877891747,10
245,181,4,888513664,3
107,333,3,891264267,87
246,561,1,884923445,1
13,901,1,883670672,1
276,70,4,874790826,3
244,17,2,880607205,91
189,56,5,893265263,10
226,242,5,883888671,10
276,417,4,874792907,3
214,478,4,891544052,3
306,235,4,876504354,3
222,26,3,878183043,87
280,631,5,891700751,10
42,274,5,881105817,10
1,202,5,875072442,10
13,809,4,882397582,3
173,289,4,877556988,3
15,749,1,879455311,1
185,23,4,883524249,3
280,540,3,891702304,87
244,381,4,880604077,3
7,497,4,891352134,3
178,317,4,882826915,3
178,742,3,882823833,87
95,1217,3,880572658,87
234,1462,3,892333865,87
97,222,5,884238887,10
109,127,2,880563471,91
117,268,5,880124306,10
269,705,2,891448850,91
130,1246,3,876252497,87
264,655,4,886123530,3
42,588,5,881108147,10
246,409,2,884923372,91
101,304,3,877135677,87
181,762,2,878963418,91
292,661,5,881105561,10
246,665,4,884922831,3
274,845,5,878945579,10
188,692,5,875072583,10
18,86,4,880129731,3
5,439,1,878844423,1
236,632,3,890116254,87
193,407,4,889127921,3
144,709,4,888105940,3
90,1198,5,891383866,10
5,225,2,875635723,91
22,128,5,878887983,10
276,188,4,874792547,3
222,173,5,878183043,10
72,866,4,880035887,3
299,134,4,878192311,3
1,171,5,889751711,10
308,295,3,887741461,87
165,216,4,879525778,3
222,49,3,878183512,87
181,121,4,878962623,3
200,11,5,884129542,10
234,626,4,892336358,3
244,707,4,880606243,3
90,25,5,891384789,10
263,96,4,891298336,3
134,323,4,891732335,3
279,586,4,892864663,3
288,593,2,886892127,91
49,302,4,888065432,3
286,153,5,877531406,10
205,304,3,888284313,87
22,80,4,878887227,3
234,318,4,892078890,3
223,328,3,891548959,87
15,25,3,879456204,87
268,147,4,876514002,3
94,1220,3,891722678,87
274,405,4,878945840,3
7,492,5,891352010,10
268,217,2,875744501,91
16,55,5,877717956,10
164,620,3,889402298,87
290,161,4,880474293,3
239,1070,5,889179032,10
248,234,4,884534968,3
234,10,3,891227851,87
280,1049,2,891702486,91
308,187,5,887738760,10
276,64,5,874787441,10
192,948,3,881368302,87
122,509,4,879270511,3
85,588,3,880838306,87
201,272,3,886013700,87
181,870,2,878962623,91
263,568,4,891299387,3
201,1100,4,884112800,3
93,820,3,888705966,87
159,1028,5,880557539,10
158,665,2,880134532,91
293,423,3,888906070,87
82,597,3,878768882,87
276,181,5,874786488,10
13,823,5,882397833,10
217,2,3,889069782,87
83,660,4,880308256,3
189,20,5,893264466,10
222,796,4,878183684,3
146,1022,5,891458193,10
267,121,3,878970681,87
181,1060,1,878962675,1
125,80,4,892838865,3
43,120,4,884029430,3
13,780,1,882142057,1
253,259,2,891628883,91
42,44,3,881108548,87
291,686,5,874835165,10
268,21,3,875742822,87
234,81,3,892334680,87
29,245,3,882820803,87
236,57,5,890116575,10
158,729,3,880133116,87
156,661,4,888185947,3
232,52,5,888550130,10
37,288,4,880915258,3
141,245,3,884584426,87
235,230,4,889655162,3
102,70,3,888803537,87
90,506,5,891383319,10
186,566,5,879023663,10
44,660,5,878347915,10
118,774,5,875385198,10
7,661,5,891351624,10
49,1003,2,888068651,91
42,1028,4,881106072,3
178,433,4,882827834,3
85,51,2,879454782,91
58,1099,2,892243079,91
197,688,1,891409564,1
286,99,4,878141681,3
90,258,3,891382121,87
181,1288,1,878962349,1
272,317,4,879454977,3
221,1010,3,875246662,87
66,877,1,883601089,1
234,487,3,892079237,87
7,648,5,891351653,10
195,1052,1,877835102,1
44,449,5,883613334,10
306,287,4,876504442,3
194,172,3,879521474,87
94,62,3,891722933,87
167,659,4,892738277,3
108,100,4,879879720,3
230,304,5,880484286,10
181,927,1,878962675,1
54,302,4,880928519,3
90,22,4,891384357,3
181,696,2,878962997,91
286,357,4,877531537,3
14,269,4,892242403,3
21,440,1,874951798,1
244,550,1,880602264,1
181,405,4,878962919,3
65,806,4,879216529,3
37,540,2,880916070,91
44,443,5,878348289,10
244,183,4,880606043,3
1,265,4,878542441,3
270,25,5,876954456,10
299,387,2,889502756,91
94,572,3,891723883,87
286,746,4,877533058,3
239,272,5,889181247,10
254,121,3,886472369,87
178,385,4,882826982,3
194,23,4,879522819,3
268,955,3,875745160,87
188,143,5,875072674,10
276,294,4,874786366,3
158,1098,4,880135069,3
305,654,4,886323937,3
47,324,3,879439078,87
64,736,4,889739212,3
191,751,3,891560753,87
7,378,5,891353011,10
59,92,5,888204997,10
69,268,5,882027109,10
10,461,3,877888944,87
21,129,4,874951382,3
58,9,4,884304328,3
194,152,3,879549996,87
7,200,5,891353543,10
113,126,5,875076827,10
173,328,5,877557028,10
95,233,4,879196354,3
16,194,5,877720733,10
59,323,4,888206809,3
292,589,4,881105516,3
43,203,4,883955224,3
79,50,4,891271545,3
235,70,5,889655619,10
125,190,5,892836309,10
284,322,3,885329671,87
303,161,5,879468547,10
254,378,3,886474396,87
104,301,2,888442275,91
90,923,5,891383912,10
6,463,4,883601713,3
279,122,1,875297433,1
286,298,4,875807004,3
222,448,3,878183565,87
42,625,3,881108873,87
130,1217,4,875801778,3
254,357,3,886472466,87
109,475,1,880563641,1
230,1444,2,880485726,91
244,310,3,880601905,87
6,301,2,883600406,91
36,748,4,882157285,3
102,515,1,888801316,1
104,285,4,888465201,3
21,447,5,874951695,10
111,301,4,891680028,3
18,408,5,880129628,10
25,222,4,885852817,3
110,944,3,886989501,87
270,98,5,876955868,10
83,215,4,880307940,3
6,258,2,883268278,91
89,216,5,879459859,10
128,317,4,879968029,3
305,512,4,886323525,3
184,412,2,889912691,91
286,175,5,877532470,10
279,1428,3,888465209,87
221,48,5,875245462,10
190,977,2,891042938,91
201,203,5,884114471,10
20,208,2,879669401,91
144,742,4,888104122,3
181,930,1,878963275,1
109,566,4,880578814,3
85,1065,3,879455021,87
222,379,1,878184290,1
223,11,3,891550649,87
174,937,5,886432989,10
275,186,3,880314383,87
268,583,4,876513830,3
195,273,4,878019342,3
5,110,1,875636493,1
99,1016,5,885678724,10
292,9,4,881104148,3
72,568,4,880037203,3
85,228,3,882813248,87
83,281,5,880307072,10
7,543,3,891351772,87
1,155,2,878542201,91
234,632,2,892079538,91
222,53,5,878184113,10
24,64,5,875322758,10
7,554,3,891354639,87
82,56,3,878769410,87
196,393,4,881251863,3
82,477,3,876311344,87
7,472,2,891353357,91
226,56,4,883889102,3
279,741,5,875296891,10
308,1286,3,887738151,87
16,8,5,877722736,10
203,93,4,880434940,3
288,305,4,886372527,3
44,644,3,878347818,87
17,13,3,885272654,87
313,117,4,891015319,3
148,1,4,877019411,3
197,347,4,891409070,3
21,164,5,874951695,10
279,982,3,875298314,87
239,491,5,889181015,10
185,287,5,883526288,10
303,68,4,879467361,3
186,250,1,879023607,1
73,206,3,888625754,87
104,756,2,888465739,91
94,216,3,885870665,87
239,194,5,889178833,10
197,511,5,891409839,10
280,1,4,891700426,3
1,117,3,874965739,87
303,397,1,879543831,1
239,513,5,889178887,10
6,69,3,883601277,87
233,375,4,876374419,3
85,642,4,882995615,3
110,38,3,886988574,87
184,522,3,889908462,87
99,873,1,885678436,1
13,418,2,882398763,91
201,518,4,884112201,3
13,858,1,882397068,1
214,131,3,891544465,87
296,228,4,884197264,3
222,87,3,878182589,87
279,725,4,875314144,3
217,182,2,889070109,91
85,433,3,879828720,87
239,234,3,889178762,87
13,72,4,882141727,3
194,77,3,879527421,87
109,178,3,880572950,87
230,172,4,880484523,3
59,485,2,888204466,91
313,478,3,891014373,87
70,1133,3,884151344,87
65,125,4,879217509,3
174,660,5,886514261,10
90,12,5,891383241,10
130,1248,3,880396702,87
275,418,3,875154718,87
195,751,4,883295500,3
130,105,4,876251160,3
269,252,1,891456350,1
286,73,5,877532965,10
7,623,3,891354217,87
210,204,5,887730676,10
239,9,5,889180446,10
96,87,4,884403531,3
249,239,3,879572284,87
94,860,2,891723706,91
275,265,4,880314031,3
135,1046,3,879858003,87
291,1178,4,875086354,3
125,382,1,892836623,1
70,399,4,884068521,3
301,523,4,882076146,3
152,685,5,880149074,10
244,172,4,880605665,3
275,1091,2,875154535,91
53,281,4,879443288,3
244,790,4,880608037,3
26,125,4,891371676,3
151,13,3,879542688,87
124,496,1,890286933,1
24,191,5,875323003,10
307,634,3,879283385,87
294,1245,3,877819265,87
234,241,2,892335042,91
25,501,3,885852301,87
293,137,3,888904653,87
201,432,3,884111312,87
75,240,1,884050661,1
13,181,5,882140354,10
313,566,4,891016220,3
144,125,4,888104191,3
188,443,4,875074329,3
276,324,4,874786419,3
72,234,4,880037418,3
83,385,4,887665549,3
181,619,3,878963086,87
109,402,4,880581344,3
185,216,4,883526268,3
14,213,5,890881557,10
149,319,2,883512658,91
230,963,5,880484370,10
176,875,4,886047442,3
253,97,4,891628501,3
284,269,4,885328991,3
106,526,4,881452685,3
291,418,4,875086920,3
293,380,2,888907527,91
194,187,4,879520813,3
109,97,3,880578711,87
181,334,1,878961749,1
78,255,4,879633745,3
308,59,4,887737647,3
193,1078,4,889126943,3
250,204,2,878091682,91
186,148,4,891719774,3
91,683,3,891438351,87
5,454,1,875721432,1
291,376,3,875086534,87
175,127,5,877107640,10
7,644,5,891351685,10
276,419,5,874792907,10
83,210,5,880307751,10
102,524,3,888803537,87
153,174,1,881371140,1
49,995,3,888065577,87
268,298,3,875742647,87
313,616,5,891015049,10
286,44,3,877532173,87
279,168,5,875296435,10
276,474,5,889174904,10
254,219,1,886475980,1
83,97,4,880308690,3
63,100,5,875747319,10
16,178,5,877719333,10
90,945,5,891383866,10
85,25,2,879452769,91
42,98,4,881106711,3
303,393,4,879484981,3
274,50,5,878944679,10
104,299,3,888442436,87
94,792,4,885873006,3
184,98,4,889908539,3
293,708,3,888907527,87
248,589,4,884534968,3
18,950,3,880130764,87
217,27,1,889070011,1
200,892,4,884127082,3
201,148,1,884140751,1
296,222,5,884196640,10
7,662,3,892133739,87
196,381,4,881251728,3
69,427,3,882145465,87
72,196,4,880036747,3
128,182,4,879967225,3
151,747,3,879524564,87
7,171,3,891351287,87
286,85,5,877533224,10
172,220,4,875537441,3
308,516,4,887736743,3
190,974,2,891625949,91
82,756,1,878768741,1
308,436,4,887739257,3
59,235,1,888203658,1
64,1063,3,889739539,87
220,298,4,881198966,3
21,324,4,874950889,3
285,269,4,890595313,3
220,333,3,881197771,87
210,70,4,887730589,3
181,14,1,878962392,1
158,128,2,880134296,91
75,237,2,884050309,91
223,1150,2,891549841,91
276,78,4,877934828,3
299,847,4,877877649,3
293,325,2,888904353,91
301,138,2,882079446,91
1,47,4,875072125,3
164,281,4,889401906,3
96,673,4,884402860,3
291,1016,4,874833827,3
7,451,5,891353892,10
233,177,4,877661496,3
6,517,4,883602212,3
202,283,3,879727153,87
214,117,4,891543241,3
184,602,4,889909691,3
194,212,1,879524216,1
95,68,4,879196231,3
25,257,4,885853415,3
6,23,4,883601365,3
38,573,1,892433660,1
313,436,4,891029877,3
22,241,3,878888025,87
130,569,3,880396494,87
66,181,5,883601425,10
21,948,1,874951054,1
181,1332,1,878962278,1
206,302,5,888180227,10
222,22,5,878183285,10
76,61,4,875028123,3
151,703,4,879542460,3
314,28,5,877888346,10
13,147,3,882397502,87
44,258,4,878340824,3
303,418,4,879483510,3
16,89,2,877717833,91
270,558,5,876954927,10
248,117,5,884535433,10
125,318,5,879454309,10
268,386,2,875743978,91
291,15,5,874833668,10
234,147,3,892335372,87
239,96,5,889178798,10
15,331,3,879455166,87
94,155,2,891723807,91
136,89,4,882848925,3
223,423,3,891550684,87
82,194,4,878770027,3
280,845,3,891700925,87
179,339,1,892151366,1
178,199,4,882826306,3
307,949,4,877123315,3
10,488,5,877888613,10
116,331,3,876451911,87
308,174,4,887736696,3
185,114,4,883524320,3
188,237,3,875073648,87
118,654,5,875385007,10
246,721,4,884921794,3
234,98,4,892078567,3
194,239,3,879522917,87
94,24,4,885873423,3
122,378,4,879270769,3
154,242,3,879138235,87
223,763,3,891550067,87
99,403,4,885680374,3
83,43,4,880308690,3
130,307,4,877984546,3
174,402,5,886513729,10
59,177,4,888204349,3
244,53,3,880607489,87
250,196,4,878091818,3
43,40,3,883956468,87
285,150,5,890595636,10
42,953,2,881108815,91
97,670,5,884239744,10
122,510,4,879270327,3
222,106,2,883816184,91
4,264,3,892004275,87
304,259,1,884967253,1
37,403,5,880915942,10
49,68,1,888069513,1
303,1098,4,879467959,3
165,372,5,879525987,10
176,324,5,886047292,10
3,335,1,889237269,1
44,15,4,878341343,3
190,117,4,891033697,3
29,189,4,882821942,3
94,174,4,885870231,3
130,949,3,876251944,87
117,181,5,880124648,10
303,779,1,879543418,1
19,435,5,885412840,10
194,191,4,879521856,3
158,24,4,880134261,3
181,1334,1,878962240,1
214,137,4,891543227,3
188,96,5,875073128,10
58,173,5,884305353,10
244,154,5,880606385,10
134,879,4,891732393,3
298,625,4,884183406,3
254,230,4,886472400,3
230,138,3,880485197,87
16,209,5,877722736,10
151,835,5,879524199,10
181,1327,1,878963305,1
200,588,5,884128499,10
248,257,3,884535840,87
151,12,5,879524368,10
110,568,3,886988449,87
305,483,5,886323068,10
141,258,5,884584338,10
44,240,4,878346997,3
186,263,3,879023571,87
214,213,4,891544414,3
233,208,4,880610814,3
104,287,2,888465347,91
1,222,4,878873388,3
206,323,1,888179833,1
230,419,4,880484587,3
94,651,5,891725332,10
205,316,4,888284710,3
14,174,5,890881294,10
268,790,2,876513785,91
276,1081,3,880913705,87
83,929,3,880307140,87
268,580,3,875309344,87
222,1041,3,881060155,87
279,89,4,875306910,3
5,424,1,875635807,1
112,331,4,884992603,3
296,429,5,884197330,10
18,202,3,880130515,87
13,868,5,882139901,10
10,285,5,877889186,10
181,328,3,878961227,87
253,746,3,891628630,87
234,228,3,892079190,87
299,1047,2,877880041,91
66,1,3,883601324,87
290,208,3,880475245,87
79,1161,2,891271697,91
264,448,2,886122031,91
4,303,5,892002352,10
144,831,3,888104805,87
64,433,2,889740286,91
5,1,4,875635748,3
276,357,5,874787526,10
239,475,5,889178689,10
293,166,3,888905520,87
130,234,5,875216932,10
264,70,4,886123596,3
24,763,5,875322875,10
279,1162,3,875314334,87
3,245,1,889237247,1
101,596,3,877136564,87
162,1019,4,877636556,3
223,908,1,891548802,1
99,246,3,888469392,87
239,430,3,889180338,87
172,580,4,875538028,3
303,1160,2,879544629,91
54,676,5,880935294,10
44,507,3,878347392,87
210,97,5,887736454,10
164,930,4,889402340,3
299,240,2,877878414,91
28,217,3,881961671,87
305,79,3,886324276,87
18,729,3,880131236,87
82,343,1,884713755,1
109,1012,4,880564570,3
109,1,4,880563619,3
15,222,3,879455730,87
58,709,5,884304812,10
303,693,4,879466771,3
152,111,5,880148782,10
194,160,2,879551380,91
244,662,3,880606533,87
177,321,2,880130481,91
197,302,3,891409070,87
85,282,3,879829618,87
181,1,3,878962392,87
279,96,4,875310606,3
1,253,5,874965970,10
18,182,4,880130640,3
276,568,4,882659211,3
177,69,1,880131088,1
125,134,5,879454532,10
128,739,4,879969349,3
291,428,5,874871766,10
25,208,4,885852337,3
288,272,5,889225463,10
5,363,3,875635225,87
274,748,5,878944406,10
70,419,5,884065035,10
151,919,5,879524368,10
201,209,3,884112801,87
99,274,1,885679157,1
59,77,4,888206254,3
184,277,3,889907971,87
222,88,4,878183336,3
38,161,5,892432062,10
59,418,2,888205188,91
104,300,3,888442275,87
298,1346,3,884126061,87
7,674,2,891352659,91
268,1041,1,875743735,1
252,277,4,891456797,3
303,411,4,879483802,3
210,527,5,887736232,10
234,648,3,892826760,87
308,215,3,887737483,87
234,1397,4,892334976,3
75,546,3,884050422,87
117,15,5,880125887,10
246,239,3,884921380,87
64,516,5,889737376,10
85,187,5,879454235,10
