,user_id,movie_id,rating,timestamp,cluster
976,198,258,4,884204501,55
995,194,77,3,879527421,7
998,230,172,4,880484523,80
999,59,485,2,888204466,40
1001,70,1133,3,884151344,84
1003,198,234,3,884207833,80
1005,174,660,5,886514261,44
1009,283,432,5,879297965,69
1014,269,252,1,891456350,88
1017,56,222,5,892679439,10
1021,297,73,2,875239691,16
1023,94,860,2,891723706,34
1028,125,382,1,892836623,76
1029,70,399,4,884068521,30
1036,198,118,2,884206513,7
1038,26,125,4,891371676,50
1042,271,65,3,885849419,16
1051,207,68,2,877125350,97
1059,83,385,4,887665549,30
1062,207,107,3,876198301,7
1063,185,216,4,883526268,80
1067,230,963,5,880484370,11
1070,284,269,4,885328991,88
1077,207,58,3,875991047,97
1078,194,187,4,879520813,80
1080,283,845,4,879297442,32
1081,297,275,5,874954260,88
1087,297,234,3,875239018,62
1088,87,585,4,879877008,61
1094,5,454,1,875721432,30
1100,83,210,5,880307751,10
1106,207,554,2,877822854,85
1113,83,97,4,880308690,50
1116,297,233,2,875239914,62
1119,42,98,4,881106711,50
1123,94,792,4,885873006,54
1146,59,235,1,888203658,10
1151,285,269,4,890595313,88
1152,207,65,3,878104594,97
1153,198,658,3,884208173,44
1162,297,25,4,874954497,0
1164,299,847,4,877877649,32
1174,202,283,3,879727153,55
1178,194,212,1,879524216,80
1184,22,241,3,878888025,10
1195,314,28,5,877888346,0
1200,270,558,5,876954927,68
1202,125,318,5,879454309,55
1208,15,331,3,879455166,75
1209,94,155,2,891723807,39
1210,136,89,4,882848925,7
1215,179,339,1,892151366,55
1216,178,199,4,882826306,80
1222,185,114,4,883524320,7
1227,194,239,3,879522917,80
1228,94,24,4,885873423,18
1235,83,43,4,880308690,18
1237,174,402,5,886513729,76
1239,59,177,4,888204349,39
1244,285,150,5,890595636,62
1245,42,953,2,881108815,34
1248,61,323,3,891206450,75
1252,37,403,5,880915942,30
1258,56,869,3,892683895,34
1262,94,174,4,885870231,39
1267,194,191,4,879521856,80
1269,56,447,4,892679067,30
1278,298,625,4,884183406,77
1280,230,138,3,880485197,7
1287,297,432,4,875239658,69
1292,141,258,5,884584338,55
1301,230,419,4,880484587,69
1302,56,450,3,892679374,30
1303,94,651,5,891725332,61
1308,83,929,3,880307140,34
1312,5,424,1,875635807,30
1317,87,210,5,879875734,10
1323,299,1047,2,877880041,13
1327,79,1161,2,891271697,84
1333,5,1,4,875635748,18
1349,160,160,5,876862078,7
1356,299,240,2,877878414,88
1362,207,25,4,876079113,97
1365,15,222,3,879455730,10
1369,194,160,2,879551380,80
1385,87,177,5,879875940,39
1387,213,13,4,878955139,97
1388,125,134,5,879454532,7
1393,207,1350,2,877878772,8
1394,271,56,3,885848559,16
1395,5,363,3,875635225,30
1397,70,419,5,884065035,30
1404,59,77,4,888206254,50
1408,59,418,2,888205188,30
1410,298,1346,3,884126061,8
1428,59,54,4,888205921,18
1436,94,471,4,891721642,40
1438,125,657,3,892836422,44
1456,314,1150,4,877887002,66
1460,215,164,3,891436633,80
1465,94,218,3,891721851,10
1466,35,243,2,875459046,10
1478,37,117,4,880915674,50
1480,22,258,5,878886261,75
1481,70,82,4,884068075,50
1482,5,98,3,875720691,50
1484,60,208,5,883326028,10
1485,270,778,5,876955711,94
1486,243,208,4,879989134,62
1492,56,184,4,892679088,39
1499,269,1165,1,891446904,66
1500,160,430,5,876861799,76
1512,285,151,5,890595636,62
1515,271,187,5,885848343,62
1516,94,211,5,891721142,10
1528,105,268,4,889214268,10
1533,94,1048,4,891722678,84
1561,168,1278,3,884287560,42
1564,83,82,5,887665423,50
1567,87,196,5,879877681,39
1568,26,685,3,891371676,54
1571,70,210,4,884065854,10
1575,204,216,4,892513864,80
1579,60,403,3,883327087,30
1589,271,705,4,885849052,94
1595,255,472,1,883216958,68
1596,270,671,4,876956360,77
1600,207,1046,4,875509787,11
1605,297,588,4,875238579,77
1607,271,482,5,885848519,68
1609,178,276,3,882823978,55
1613,267,17,4,878971773,0
1615,194,647,4,879521531,44
1616,59,387,3,888206562,30
1619,170,292,5,884103732,55
1621,60,1021,5,883326185,84
1631,168,274,4,884287865,55
1633,299,588,4,877880852,77
1634,194,478,3,879521329,85
1638,87,9,4,879877931,18
1651,141,826,2,884585437,9
1652,269,13,4,891446662,0
1656,42,685,4,881105972,54
1683,94,820,1,891723186,54
1684,59,1107,4,888206254,84
1696,94,346,4,891725410,75
1698,240,313,5,885775604,88
1700,83,301,2,891181430,75
1705,56,172,5,892737191,39
1708,59,429,4,888204597,30
1717,269,674,2,891451754,77
1721,215,423,5,891435526,76
1732,194,205,3,879524291,80
1735,198,7,4,884205317,97
1742,5,102,3,875721196,50
1743,26,235,2,891372429,10
1754,22,510,5,878887765,40
1756,207,192,3,877822350,80
1759,185,740,4,883524475,60
1761,42,176,3,881107178,39
1776,79,100,5,891271652,50
1784,59,148,3,888203175,39
1795,94,58,5,891720540,18
1803,221,327,4,875243968,55
1804,46,307,3,883611430,75
1829,289,282,3,876789180,88
1830,87,1079,2,879877240,84
1836,209,906,2,883589546,9
1837,207,716,3,875508783,60
1838,314,535,4,877887002,49
1842,94,470,4,891722006,40
1843,59,583,5,888205921,61
1846,271,714,3,885848863,94
1847,269,235,3,891446756,62
1851,185,199,4,883526268,80
1852,174,80,1,886515210,7
1859,298,252,4,884183833,88
1862,215,197,4,891435357,80
1863,269,9,4,891446246,0
1864,42,195,5,881107949,39
1870,60,525,5,883325944,40
1872,271,750,4,885844698,94
1880,209,251,5,883417810,55
1882,261,340,5,890454045,88
1889,88,750,2,891037276,54
1897,207,1436,3,878191574,8
1904,247,736,5,893097024,94
1909,59,550,5,888206605,40
1917,160,56,5,876770222,97
1920,87,2,4,879876074,18
1929,59,215,5,888204430,10
1932,299,235,1,877878184,62
1935,297,182,3,875239125,62
1943,178,678,3,882823530,44
1945,94,168,5,891721378,39
1949,261,875,5,890454351,32
1962,267,840,4,878970926,32
1965,5,211,4,875636631,10
1966,160,117,4,876767822,7
1969,297,736,4,875239975,94
1982,213,294,3,878870226,55
1993,36,307,4,882157227,75
1998,213,609,4,878955533,44
2001,269,47,4,891448386,0
2002,198,100,1,884207325,7
2003,297,307,4,878771124,88
2009,194,4,4,879521397,97
2018,270,97,4,876955633,16
2020,230,202,4,880485352,80
2024,267,403,4,878971939,69
2026,5,382,5,875636587,30
2029,178,282,3,882823978,55
2032,270,736,5,876955087,94
2033,269,658,2,891448497,77
2035,269,793,4,891449880,94
2040,314,95,5,877888168,82
2042,230,378,5,880485159,76
2045,270,370,5,876956232,69
2059,83,338,4,883868647,75
2064,94,347,5,891724950,75
2067,267,980,3,878970578,13
2069,314,1263,2,877890611,66
2070,271,111,4,885847956,16
2071,314,276,1,877886413,88
2073,207,4,4,876198457,97
2076,215,144,4,891435107,7
2080,270,83,4,876954995,16
2083,5,376,2,879198045,30
2087,185,269,5,883524428,55
2100,297,218,3,875409827,62
2102,87,211,5,879876812,10
2105,59,710,3,888205463,54
2107,178,209,4,882826944,80
2109,299,615,4,878192555,77
2114,267,386,3,878973597,69
2116,207,87,4,884386260,7
2119,94,9,5,885872684,18
2120,60,222,4,883327441,10
2132,170,299,3,886190476,55
2133,230,142,4,880485633,7
2134,299,641,4,889501514,77
2140,59,286,3,888202532,75
2141,174,395,1,886515154,76
2142,194,234,3,879521167,80
2144,314,417,4,877888855,19
2147,194,792,4,879524504,60
2162,198,135,5,884208061,7
2164,98,47,4,880498898,18
2166,299,971,2,889502353,13
2169,12,300,4,879958639,75
2175,40,268,4,889041430,75
2177,298,152,3,884183336,62
2179,42,185,4,881107449,39
2186,94,556,3,891722882,61
2189,174,237,4,886434047,55
2200,230,234,4,880484756,80
2203,83,118,3,880307071,50
2207,15,473,1,879456204,40
2213,125,997,2,892838976,11
2217,269,285,5,891446165,88
2219,271,220,3,885848179,62
2227,52,95,4,882922927,50
2228,209,688,1,883589626,44
2231,160,187,5,876770168,80
2232,141,274,5,884585220,55
2238,26,25,3,891373727,18
2239,297,1016,3,874955131,13
2241,15,678,1,879455311,54
2244,167,364,3,892738212,76
2246,56,196,2,892678628,39
2262,271,410,2,885848238,69
2266,194,237,3,879538959,80
2267,194,82,2,879524216,7
2276,269,156,5,891449364,62
2283,125,239,5,892838375,10
2287,59,604,3,888204927,61
2288,221,1059,4,875245077,11
2290,42,69,4,881107375,50
2293,60,604,4,883327997,61
2294,125,152,1,879454892,39
2296,255,448,3,883216544,69
2301,59,470,3,888205714,40
2307,204,340,5,892389195,55
2311,269,82,2,891450780,16
2314,5,62,4,875637575,50
2318,5,231,2,875635947,10
2331,207,810,2,877125506,9
2346,221,780,3,875246552,60
2352,59,588,2,888204389,61
2356,236,265,2,890116191,88
2357,83,139,3,880308959,39
2366,174,160,5,886514377,7
2369,94,89,3,885870284,50
2373,221,69,4,875245641,97
2382,270,53,4,876956106,16
2385,56,235,1,892911348,10
2394,42,684,4,881108093,54
2396,207,121,3,875504876,7
2397,59,70,3,888204758,50
2398,26,455,3,891371506,30
2400,270,466,5,876955899,68
2403,5,377,1,878844615,30
2404,56,797,4,892910860,54
2408,213,12,5,878955409,97
2410,36,883,5,882157581,34
2412,269,729,2,891448569,94
2416,284,305,4,885328906,88
2420,207,864,3,877750738,9
2422,52,1086,4,882922562,84
2425,22,79,4,878887765,50
2429,269,616,4,891450453,77
2431,42,603,4,881107502,61
2432,26,1016,3,891377609,84
2436,299,186,3,889503233,62
2438,59,433,5,888205982,30
2445,178,73,5,882827985,7
2449,94,625,4,891723086,61
2450,59,496,4,888205144,40
2451,179,905,4,892151331,9
2453,299,516,4,889503159,68
2456,56,69,4,892678893,50
2461,15,932,1,879456465,34
2464,15,127,2,879455505,50
2467,236,313,4,890115777,88
2469,37,55,3,880915942,18
2474,314,692,5,877888445,74
2490,221,1250,2,875247855,42
2494,270,781,5,876955750,94
2499,40,880,3,889041643,34
2503,87,775,2,879876848,54
2504,314,1289,2,877887388,6
2516,236,286,5,890115777,88
2518,174,471,5,886433804,85
2522,59,12,5,888204260,18
2529,298,91,2,884182932,16
2530,59,170,4,888204430,39
2532,314,1518,4,877891426,8
2536,255,678,2,883215795,77
2554,94,455,3,891721777,40
2556,298,8,5,884182748,0
2566,207,531,4,877878342,85
2570,297,628,4,874954497,77
2580,41,28,4,890687353,18
2584,178,106,2,882824983,7
2587,221,204,4,875246008,80
2594,198,179,4,884209264,80
2613,42,1041,4,881109060,84
2617,125,1180,3,892838865,42
2618,70,50,4,884064188,18
2634,194,663,4,879524292,44
2638,198,214,4,884208273,80
2640,267,238,4,878971629,62
2643,60,47,4,883326399,18
2646,314,1218,4,877887525,66
2648,5,407,3,875635431,30
2649,15,685,4,879456288,54
2658,83,640,2,880308550,61
2668,271,630,2,885848943,77
2672,207,827,3,876018501,9
2673,60,616,3,883327087,61
2686,5,24,4,879198229,18
2694,125,615,3,879454793,61
2700,213,471,3,878870816,85
2701,178,234,4,882826783,80
2711,289,849,4,876789943,32
2712,194,321,3,879520306,55
2714,298,842,4,884127249,32
2715,56,215,5,892678547,10
2722,61,328,5,891206371,75
2730,194,530,4,879521167,85
2741,267,423,3,878972842,69
2742,194,1206,1,879554453,42
2743,269,106,1,891451947,16
2750,213,48,5,878955848,97
2763,271,514,4,885848408,68
2764,194,404,3,879522445,76
2778,59,287,5,888203175,75
2783,327,191,4,887820828,31
2785,297,286,5,874953892,88
2788,70,584,3,884150236,61
2793,83,413,1,891182379,30
2798,207,203,3,877124625,80
2808,114,175,5,881259955,39
2809,42,121,4,881110578,50
2815,94,186,4,891722278,39
2823,255,859,3,883216748,32
2827,204,172,3,892513819,80
2833,42,606,3,881107538,61
2851,207,787,3,876079054,60
2854,269,923,4,891447169,32
2855,178,148,4,882824325,7
2861,271,11,4,885848408,0
2863,42,456,3,881106113,30
2866,269,411,1,891451013,69
2872,207,410,3,877838946,76
2873,271,211,5,885849164,62
2876,209,408,4,883417517,76
2877,299,238,4,877880852,88
2881,167,392,1,892738307,76
2882,22,791,1,878887227,54
2884,194,705,2,879524007,60
2888,59,855,4,888204502,34
2893,271,1266,2,885848943,42
2899,236,729,5,890118372,94
2902,255,217,2,883216600,62
2907,94,229,3,891722979,10
2908,221,508,4,875244160,85
2912,207,508,4,877879259,85
2914,98,163,3,880499053,39
2916,178,218,3,882827776,80
2921,269,514,4,891449123,68
2923,327,533,4,887822530,49
2928,94,157,5,891725332,39
2933,207,98,4,875509887,7
2940,178,255,4,882824001,55
2950,125,796,3,892838591,60
2955,5,423,4,875636793,30
2957,289,7,4,876789628,0
2959,213,690,3,878870275,44
2962,168,284,2,884288112,55
2965,198,651,4,884207424,44
2967,221,268,5,876502910,55
2968,267,739,4,878973276,94
2971,94,33,3,891721919,18
2973,298,477,4,884126202,68
2978,178,125,4,882824431,7
2979,42,506,3,881108760,40
2983,215,157,4,891435573,80
2984,94,1119,4,891723261,84
2986,79,246,5,891271545,10
2990,198,24,2,884205385,97
2993,70,417,3,884066823,30
2999,125,173,5,879454100,39
3003,236,506,5,890118153,68
3015,59,663,4,888204928,61
3016,59,702,5,888205463,54
3017,26,15,4,891386369,18
3023,297,198,3,875238923,62
3030,230,210,5,880484975,80
3032,22,511,4,878887983,40
3047,194,770,4,879525342,60
3048,267,114,5,878971514,16
3054,60,1020,4,883327018,84
3057,87,1000,3,879877173,84
3060,42,143,4,881108229,39
3062,299,1322,3,877878001,8
3070,314,9,4,877886375,0
3075,215,151,5,891435761,7
3083,56,585,3,892911366,61
3084,56,230,5,892676339,10
3093,160,3,3,876770124,97
3094,22,227,4,878888067,10
3095,79,508,3,891271676,40
3108,194,576,2,879528568,85
3109,271,624,2,885849558,77
3113,22,433,3,878886479,30
3115,327,461,3,887746665,19
3117,271,22,5,885848518,0
3118,269,478,4,891448980,68
3120,178,121,5,882824291,7
3132,284,906,3,885328836,32
3137,198,640,3,884208651,44
3139,46,690,5,883611274,54
3141,83,364,1,886534501,30
3153,270,306,5,876953744,88
3157,33,307,3,891964148,75
3158,37,183,4,880930042,39
3162,42,746,3,881108279,54
3167,174,396,1,886515104,76
3168,125,150,1,879454892,7
3173,56,194,5,892676908,39
3174,83,1035,4,880308959,84
3177,270,327,5,876953900,88
3184,271,121,2,885848132,16
3189,60,79,4,883326620,50
3194,179,751,1,892151565,60
3203,261,117,4,890455974,16
3204,269,1020,4,891449571,13
3205,269,136,4,891449075,16
3209,170,245,5,884103758,55
3210,271,823,3,885848237,32
3214,26,257,3,891371596,75
3216,26,7,3,891350826,18
3217,221,468,3,875246824,85
3219,87,996,3,879876848,84
3222,207,14,4,875504876,97
3224,230,238,1,880484778,80
3225,94,235,4,891722980,10
3228,198,180,3,884207298,80
3236,255,879,3,883215660,32
3243,59,238,5,888204553,10
3255,22,173,5,878886368,39
3259,261,259,4,890454843,88
3261,94,45,5,886008764,18
3266,299,921,3,889502087,32
3268,215,194,4,891436150,80
3278,261,294,4,890454217,88
3281,174,699,5,886514220,60
3283,87,1183,3,879875995,42
3284,270,230,3,876955868,62
3287,125,483,4,879454628,40
3296,271,8,4,885848770,0
3297,87,303,3,879875471,75
3306,194,196,3,879524007,80
3312,22,687,1,878887476,54
3313,207,746,4,877878342,60
3318,271,50,5,885848640,0
3325,174,41,1,886515063,97
3332,56,68,3,892910913,50
3348,60,699,4,883327539,54
3349,178,131,4,882827947,7
3350,297,216,4,875409423,62
3351,59,1117,4,888203313,84
3353,179,258,5,892151270,55
3354,87,386,2,879877006,30
3355,198,1169,4,884208834,42
3357,297,20,4,874954763,0
3366,37,685,3,880915528,54
3369,271,274,3,885848014,88
3370,174,1014,3,890664424,11
3386,297,202,3,875238638,62
3394,178,926,4,882824671,9
3396,194,410,3,879541042,76
3399,207,133,4,875812281,7
3400,87,135,5,879875649,39
3405,87,157,3,879877799,39
3406,87,163,4,879877083,39
3415,61,690,2,891206407,54
3418,168,255,1,884287560,55
3440,314,90,2,877888758,82
3453,213,144,5,878956047,7
3456,327,210,3,887744065,31
3461,329,100,4,891655812,82
3469,83,631,2,887664566,61
3471,255,185,4,883216449,62
3477,83,476,3,880307359,40
3480,42,48,5,881107821,18
3483,267,94,3,878972558,16
3484,271,242,4,885844495,88
3485,125,97,3,879454385,50
3490,202,515,1,879726778,85
3494,194,520,5,879545114,85
3496,194,1183,2,879554453,42
3499,269,961,5,891457067,13
3504,267,546,3,878970877,68
3505,207,754,4,879577345,60
3507,314,1095,3,877887356,66
3509,22,456,1,878887413,30
3510,59,931,2,888203610,34
3525,185,127,5,883525183,7
3529,60,179,4,883326566,39
3531,269,640,5,891457067,77
3533,299,271,3,879737472,88
3535,299,24,3,877877732,0
3537,5,394,2,879198031,30
3539,198,549,3,884208518,85
3542,42,999,4,881108982,84
3545,59,121,4,888203313,50
3550,261,322,4,890454974,88
3552,133,258,5,890588639,55
3554,5,384,3,875636389,30
3560,285,216,3,890595900,62
3564,271,197,4,885848915,62
3566,221,172,5,875245907,80
3570,207,170,4,877125221,80
3571,136,276,5,882693489,55
3573,185,528,4,883526268,85
3574,167,404,3,892738278,76
3579,289,1,3,876789736,0
3581,56,29,3,892910913,18
3584,125,785,3,892838558,60
3592,194,213,2,879523575,80
3595,59,549,4,888205659,40
3601,42,102,5,881108873,50
3610,261,597,4,890456142,77
3611,136,298,4,882693569,55
3613,194,470,3,879527421,85
3615,202,172,3,879726778,80
3618,52,1009,5,882922328,84
3621,207,290,2,878104627,55
3625,221,250,5,875244633,55
3635,221,318,5,875245690,55
3637,94,467,4,885873423,40
3638,221,1218,3,875246745,42
3651,194,756,1,879549899,60
3652,15,20,3,879455541,18
3655,327,805,4,887819462,32
3657,83,254,2,880327839,10
3664,271,300,2,885844583,88
3665,59,13,5,888203415,18
3667,289,815,3,876789581,32
3678,247,751,3,893081411,94
3683,59,405,3,888203578,30
3687,22,399,4,878887157,30
3688,267,147,3,878970681,62
3690,87,70,5,879876448,50
3694,269,922,5,891457067,32
3695,207,468,4,877124806,85
3696,270,148,4,876954062,62
3702,261,339,5,890454351,88
3709,125,1036,2,892839191,11
3712,22,186,5,878886368,39
3719,83,543,2,887665445,40
3720,56,597,3,892679439,61
3721,83,216,4,880307846,10
3722,215,22,3,891435161,97
3728,26,286,3,891347400,75
3730,98,517,5,880498990,40
3739,22,96,5,878887680,50
3740,213,546,4,878870903,85
3742,327,300,2,887743541,88
3748,297,574,1,875239092,68
3751,94,180,5,885870284,39
3761,327,702,2,887819021,74
3763,207,131,3,878104377,7
3771,178,984,2,882823530,11
3774,167,1306,5,892738385,42
3777,297,443,2,875240133,69
3780,284,258,4,885329146,88
3781,5,267,4,875635064,75
3785,271,191,5,885848448,62
3791,243,660,4,879988422,77
3799,194,566,4,879522819,85
3802,269,210,1,891449608,62
3803,87,233,4,879876036,10
3804,314,791,4,877889398,94
3812,59,47,5,888205574,18
3816,213,50,5,878870456,97
3819,221,1314,3,875247833,42
3821,236,187,3,890118340,62
3824,42,210,5,881108633,10
3832,221,1067,3,875244387,11
3835,42,785,4,881109060,54
3839,269,72,2,891451470,16
3850,98,655,3,880498861,61
3857,56,63,3,892910268,18
3865,267,654,5,878971902,77
3875,327,274,2,887819462,88
3878,267,55,4,878972785,16
3882,87,67,4,879877007,50
3887,230,196,5,880484755,80
3890,221,1407,3,875247833,8
3894,167,603,4,892738212,44
3897,60,474,5,883326028,40
3900,194,971,3,879551049,11
3901,83,186,4,880308601,39
3902,207,1242,5,884386260,42
3907,168,235,2,884288270,80
3910,59,10,4,888203234,18
3912,243,225,3,879987655,62
3915,178,549,4,882827689,85
3920,230,402,5,880485445,69
3927,83,866,3,883867947,34
3931,269,168,4,891448850,62
3933,60,508,4,883327368,40
3942,52,748,4,882922629,54
3954,114,269,4,881256090,55
3959,297,301,4,876529834,88
3966,231,127,3,879965565,7
3972,297,22,4,875238984,0
3975,240,343,3,885775831,88
3989,298,261,4,884126805,88
3991,289,410,2,876790361,69
3992,59,132,5,888205744,50
3994,56,1090,3,892683641,84
3995,327,192,5,887820828,31
3996,285,288,5,890595584,88
3997,133,328,3,890588577,55
4002,271,172,5,885848616,62
4009,60,178,5,883326399,39
4014,5,445,3,875720744,30
4027,297,300,3,874953892,88
4037,194,431,4,879524291,76
4043,198,427,4,884207009,76
4046,271,451,3,885849447,69
4047,59,318,5,888204349,75
4062,59,381,5,888205659,30
4063,236,143,4,890116163,7
4064,56,174,5,892737191,39
4071,243,129,2,879987526,16
4073,207,273,4,878104569,55
4075,83,95,4,880308453,50
4078,236,686,3,890118372,77
4084,168,295,4,884287615,55
4090,209,269,2,883589606,55
4091,236,1328,4,890116132,42
4094,5,167,2,875636281,39
4102,314,1139,5,877888480,66
4103,297,652,3,875239346,77
4114,42,405,4,881105541,30
4116,125,158,4,892839066,39
4129,298,432,4,884183307,69
4133,267,226,3,878972463,62
4134,194,735,4,879524718,60
4139,207,269,4,877845577,55
4146,132,922,5,891278996,9
4147,271,180,5,885849087,62
4151,270,387,5,876955689,69
4156,314,833,4,877887155,32
4159,269,412,3,891446904,69
4163,125,434,4,879454100,76
4166,327,230,4,887820448,31
4179,207,642,3,875991116,44
4180,215,1039,5,891436543,11
4181,56,239,4,892676970,10
4185,269,180,3,891448120,62
4191,335,328,3,891566903,88
4199,136,117,4,882694498,7
4207,168,596,4,884287615,44
4213,198,385,3,884208778,76
4224,168,1197,5,884287927,42
4229,198,1117,3,884205252,11
4235,60,172,4,883326339,39
4236,178,427,5,882826162,76
4251,236,696,2,890117223,77
4255,178,358,1,888512993,76
4257,329,512,4,891656347,49
4260,207,576,3,877822904,85
4261,198,249,2,884205277,55
4276,298,151,3,884183952,62
4277,42,845,5,881110719,34
4285,94,185,5,885873684,39
